Original_Index,Selected_Index,Correlation
1943,1356,0.219281
1945,1357,0.147431
1947,1358,0.189694
1949,1359,0.153529
1951,1360,0.171647
1953,1361,0.150185
1955,1362,0.178930
1957,1363,0.140171
1959,1364,0.213735
1961,1365,0.122750
1963,1366,0.126216
1965,1367,0.107327
1967,1368,0.194112
1969,1369,0.148091
1971,1370,0.103204
1973,1371,0.119160
1975,1372,0.183682
1977,1373,0.146642
1979,1374,0.124841
1981,1375,0.161997
1983,1376,0.174823
1985,1377,0.173611
1987,1378,0.142492
1989,1379,0.157693
1991,1380,0.205944
1993,1381,0.145653
1995,1382,0.220462
1997,1383,0.130849
1999,1384,0.230718
2001,1385,0.151390
2003,1386,0.161659
2005,1387,0.160681
2007,1388,0.213885
2009,1389,0.180589
2011,1390,0.159223
2013,1391,0.125010
2015,1392,0.146760
2017,1393,0.153211
2019,1394,0.223923
2021,1395,0.179697
2023,1396,0.217056
2025,1397,0.137622
2027,1398,0.196578
2029,1399,0.174210
2031,1400,0.197975
2033,1401,0.152066
2035,1402,0.207204
2037,1403,0.147380
2039,1404,0.192904
2041,1405,0.178398
2043,1406,0.221166
2045,1407,0.112896
2047,1408,0.224075
2049,1409,0.148353
2051,1410,0.220745
2053,1411,0.169382
2055,1412,0.166976
2057,1413,0.191289
2059,1414,0.215804
2061,1415,0.153806
2063,1416,0.203784
2065,1417,0.140678
2067,1418,0.163705
2069,1419,0.172673
2071,1420,0.159043
2073,1421,0.173326
2075,1422,0.182578
2079,1423,0.131681
2081,1424,0.126669
2083,1425,0.132579
2085,1426,0.131323
2087,1427,0.181934
2089,1428,0.138707
2091,1429,0.197528
2093,1430,0.154026
2095,1431,0.257524
2097,1432,0.159135
2099,1433,0.203809
2101,1434,0.173961
2103,1435,0.125655
2105,1436,0.146245
2107,1437,0.184996
2109,1438,0.179830
2111,1439,0.196827
2113,1440,0.182918
2115,1441,0.251195
2117,1442,0.149927
2119,1443,0.185847
2121,1444,0.162148
2123,1445,0.209434
2125,1446,0.137630
2127,1447,0.205907
2129,1448,0.153601
2131,1449,0.155628
2133,1450,0.135760
2135,1451,0.150452
2137,1452,0.180463
2139,1453,0.172114
2141,1454,0.166745
2143,1455,0.210401
2145,1456,0.101466
2147,1457,0.131500
2149,1458,0.131583
2151,1459,0.172385
2153,1460,0.139674
2155,1461,0.126749
2157,1462,0.114325
2159,1463,0.124440
2163,1464,0.171635
2165,1465,0.116271
2167,1466,0.150728
2169,1467,0.139302
2171,1468,0.117521
2175,1469,0.116592
2177,1470,0.125436
2179,1471,0.185132
2181,1472,0.127296
2183,1473,0.185701
2185,1474,0.109668
2187,1475,0.154627
2189,1476,0.108220
2191,1477,0.221350
2193,1478,0.119197
2195,1479,0.138199
2197,1480,0.171264
2199,1481,0.210140
2201,1482,0.102406
2203,1483,0.108913
2207,1484,0.144331
2209,1485,0.112282
2211,1486,0.106206
2213,1487,0.107813
2215,1488,0.127682
2219,1489,0.164036
2221,1490,0.130854
2223,1491,0.136398
2227,1492,0.143068
2231,1493,0.171785
2233,1494,0.109692
2235,1495,0.122983
2239,1496,0.185299
2247,1497,0.132906
2253,1498,0.130009
2255,1499,0.175727
2257,1500,0.106460
2261,1501,0.128768
2263,1502,0.103573
2267,1503,0.155384
2269,1504,0.136910
2271,1505,0.153538
2275,1506,0.121160
2277,1507,0.117168
2279,1508,0.188799
2285,1509,0.114399
2287,1510,0.115776
2293,1511,0.145221
2295,1512,0.157328
2301,1513,0.113190
2303,1514,0.115466
2307,1515,0.113148
2309,1516,0.117031
2311,1517,0.139033
2313,1518,0.125519
2319,1519,0.182188
2321,1520,0.104319
2325,1521,0.179826
2327,1522,0.158890
2329,1523,0.103180
2333,1524,0.112644
2339,1525,0.125990
2343,1526,0.138999
2347,1527,0.125706
2351,1528,0.138449
2355,1529,0.123273
2357,1530,0.120635
2359,1531,0.136760
2361,1532,0.148462
2363,1533,0.126258
2365,1534,0.105976
2367,1535,0.178893
2369,1536,0.145460
2371,1537,0.128114
2373,1538,0.128424
2375,1539,0.193708
2379,1540,0.140607
2385,1541,0.101245
2389,1542,0.141239
2391,1543,0.162067
2393,1544,0.130042
2395,1545,0.100722
2399,1546,0.169474
2401,1547,0.126312
2403,1548,0.137367
2405,1549,0.136300
2407,1550,0.185278
2411,1551,0.119421
2413,1552,0.131495
2415,1553,0.181017
2417,1554,0.111133
2419,1555,0.128267
2421,1556,0.127614
2423,1557,0.154427
2425,1558,0.133656
2427,1559,0.159408
2429,1560,0.105584
2431,1561,0.168591
2435,1562,0.122360
2437,1563,0.106463
2439,1564,0.171282
2443,1565,0.158012
2445,1566,0.130491
2447,1567,0.127553
2449,1568,0.109718
2451,1569,0.177882
2453,1570,0.143762
2455,1571,0.164770
2457,1572,0.130028
2459,1573,0.136671
2461,1574,0.109746
2463,1575,0.178968
2465,1576,0.118985
2469,1577,0.123408
2471,1578,0.136360
2475,1579,0.137050
2477,1580,0.144972
2479,1581,0.157706
2481,1582,0.123272
2483,1583,0.111216
2485,1584,0.118914
2487,1585,0.162936
2489,1586,0.111043
2491,1587,0.153422
2493,1588,0.130774
2495,1589,0.151778
2497,1590,0.141284
2501,1591,0.139218
2503,1592,0.173179
2505,1593,0.102534
2507,1594,0.170566
2509,1595,0.131565
2511,1596,0.214835
2517,1597,0.122660
2519,1598,0.143815
2523,1599,0.162978
2525,1600,0.152982
2527,1601,0.195004
2531,1602,0.112074
2533,1603,0.155883
2535,1604,0.108262
2543,1605,0.201006
2545,1606,0.137923
2551,1607,0.143321
2553,1608,0.128458
2555,1609,0.110418
2557,1610,0.137871
2559,1611,0.169156
2567,1612,0.132666
2575,1613,0.166168
2577,1614,0.108811
2579,1615,0.121384
2583,1616,0.105026
2591,1617,0.171045
2593,1618,0.140550
2599,1619,0.125312
2603,1620,0.147391
2605,1621,0.133406
2615,1622,0.128415
2631,1623,0.136142
2635,1624,0.106692
2639,1625,0.123607
2645,1626,0.115214
2647,1627,0.141039
2651,1628,0.103919
2653,1629,0.116761
2655,1630,0.143208
2661,1631,0.141412
2663,1632,0.145269
2671,1633,0.188524
2677,1634,0.127213
2679,1635,0.128168
2687,1636,0.154358
2691,1637,0.101869
2695,1638,0.189892
2701,1639,0.116926
2703,1640,0.134827
2709,1641,0.123249
2711,1642,0.112717
2715,1643,0.120693
2719,1644,0.181607
2727,1645,0.119421
2729,1646,0.131876
2733,1647,0.149577
2735,1648,0.171974
2739,1649,0.111536
2743,1650,0.131380
2747,1651,0.143406
2749,1652,0.110306
2751,1653,0.145516
2753,1654,0.100794
2755,1655,0.144757
2765,1656,0.119245
2767,1657,0.163801
2771,1658,0.108651
2775,1659,0.123027
2779,1660,0.148135
2791,1661,0.156197
2797,1662,0.105896
2799,1663,0.147371
2801,1664,0.108598
2807,1665,0.104992
2815,1666,0.145826
2821,1667,0.102704
2827,1668,0.128201
2829,1669,0.151899
2831,1670,0.156773
2835,1671,0.120754
2839,1672,0.140988
2843,1673,0.106387
2847,1674,0.154094
2855,1675,0.127430
2861,1676,0.111862
2863,1677,0.175753
2879,1678,0.163918
2883,1679,0.116293
2895,1680,0.155101
2903,1681,0.136969
2911,1682,0.180844
2915,1683,0.122527
2919,1684,0.113236
2923,1685,0.119318
2927,1686,0.123211
2935,1687,0.127143
2939,1688,0.108032
2943,1689,0.163228
2959,1690,0.157651
2965,1691,0.125049
2974,1692,-0.107979
2975,1693,0.182159
2979,1694,0.105663
2991,1695,0.105862
3003,1696,0.105011
3005,1697,0.109583
3007,1698,0.141299
3013,1699,0.107372
3015,1700,0.150760
3019,1701,0.113704
3021,1702,0.103422
3023,1703,0.144044
3039,1704,0.150414
3047,1705,0.102518
3055,1706,0.121721
3059,1707,0.122473
3063,1708,0.132702
3071,1709,0.107074
